Dye/Sample Peak	Sample File Name	Size	Height	Area	Data Point	
"G,4"	7_32_340_HpyCH4IV_2005-11-14.fsa	347.13	131	726	6725	
"G,5"	7_32_340_HpyCH4IV_2005-11-14.fsa	347.37	143	679	6728	
"Y,5"	7_32_340_HpyCH4IV_2005-11-14.fsa	347.61	175	1849	6731	
"G,6"	7_32_340_HpyCH4IV_2005-11-14.fsa	347.93	155	901	6735	
"G,7"	7_32_340_HpyCH4IV_2005-11-14.fsa	348.09	164	626	6737	
"Y,6"	7_32_340_HpyCH4IV_2005-11-14.fsa	348.25	165	818	6739	
"G,8"	7_32_340_HpyCH4IV_2005-11-14.fsa	348.48	162	1071	6742	
"Y,7"	7_32_340_HpyCH4IV_2005-11-14.fsa	348.64	189	1608	6744	
"G,9"	7_32_340_HpyCH4IV_2005-11-14.fsa	348.96	158	1057	6748	
"Y,8"	7_32_340_HpyCH4IV_2005-11-14.fsa	349.12	184	721	6750	
"Y,9"	7_32_340_HpyCH4IV_2005-11-14.fsa	349.36	189	1260	6753	
"G,10"	7_32_340_HpyCH4IV_2005-11-14.fsa	349.44	155	3111	6754	
"Y,10"	7_32_340_HpyCH4IV_2005-11-14.fsa	349.76	184	1803	6758	
"Y,11"	7_32_340_HpyCH4IV_2005-11-14.fsa	350.56	165	2391	6768	
"G,11"	7_32_340_HpyCH4IV_2005-11-14.fsa	351.6	77	676	6781	
"G,12"	7_32_340_HpyCH4IV_2005-11-14.fsa	352.07	70	486	6787	
"Y,12"	7_32_340_HpyCH4IV_2005-11-14.fsa	511.17	181	2644	8696	
"Y,13"	7_32_340_HpyCH4IV_2005-11-14.fsa	587.45	174	1508	9547	
"Y,14"	7_32_340_HpyCH4IV_2005-11-14.fsa	587.81	185	1910	9551	
"Y,15"	7_32_340_HpyCH4IV_2005-11-14.fsa	662.97	4278	90713	10342	
"G,13"	7_32_340_HpyCH4IV_2005-11-14.fsa	663.46	153	369	10347	
"G,14"	7_32_340_HpyCH4IV_2005-11-14.fsa	664.46	101	393	10357	
"G,15"	7_32_340_HpyCH4IV_2005-11-14.fsa	664.96	137	1575	10362	
"B,2"	1_4_342_BsuRI_2005-09-16.fsa	129.41	1495	12325	3643	
"B,3"	1_4_342_BsuRI_2005-09-16.fsa	282.92	528	4314	5567	
"B,4"	1_4_342_BsuRI_2005-09-16.fsa	391.48	203	2035	6840	
"B,5"	1_4_342_BsuRI_2005-09-16.fsa	479.37	7818	110930	7804	
"B,3"	1_4_342_HpyCH4IV_2006-01-25.fsa	391.79	7724	136010	7181	
"B,4"	1_4_342_HpyCH4IV_2006-01-25.fsa	408.31	187	2068	7379	
"B,5"	1_4_342_HpyCH4IV_2006-01-25.fsa	424.27	239	3060	7568	
"B,6"	1_4_342_HpyCH4IV_2006-01-25.fsa	440.77	1423	20698	7759	
"B,7"	1_4_342_HpyCH4IV_2006-01-25.fsa	568.12	93	1168	9150	
"B,8"	1_4_342_HpyCH4IV_2006-01-25.fsa	613.85	686	10780	9620	
"Y,2"	1_4_342_BsuRI_2005-09-16.fsa	85.04	4146	34299	3055	
"Y,3"	1_4_342_BsuRI_2005-09-16.fsa	176.09	816	6583	4242	
"Y,4"	1_4_342_BsuRI_2005-09-16.fsa	437.66	219	1981	7363	
"G,1"	1_4_342_BsuRI_2005-09-16.fsa	479.37	437	1653	7804	
"G,2"	1_4_342_BsuRI_2005-09-16.fsa	479.93	137	1240	7810	
"Y,5"	1_4_342_BsuRI_2005-09-16.fsa	568.72	233	3085	8739	
"Y,2"	1_4_342_HpyCH4IV_2006-01-25.fsa	107.53	295	2858	3528	
"Y,3"	1_4_342_HpyCH4IV_2006-01-25.fsa	142.6	887	8709	4009	
"G,1"	1_4_342_HpyCH4IV_2006-01-25.fsa	167.79	63	377	4346	
"Y,4"	1_4_342_HpyCH4IV_2006-01-25.fsa	168.09	4462	45294	4350	
"Y,5"	1_4_342_HpyCH4IV_2006-01-25.fsa	170.21	60	302	4378	
"G,2"	1_4_342_HpyCH4IV_2006-01-25.fsa	392.04	1844	10842	7184	
"G,3"	1_4_342_HpyCH4IV_2006-01-25.fsa	392.62	85	562	7191	
"Y,6"	1_4_342_HpyCH4IV_2006-01-25.fsa	568.89	132	2706	9158	
"B,2"	1_4_343_BsuRI_2005-11-14.fsa	53.73	272	1178	2698	
"B,3"	1_4_343_BsuRI_2005-11-14.fsa	131.96	258	2805	3788	
"B,4"	1_4_343_BsuRI_2005-11-14.fsa	134.36	229	1625	3820	
"B,5"	1_4_343_BsuRI_2005-11-14.fsa	168.92	389	3049	4269	
"B,6"	1_4_343_BsuRI_2005-11-14.fsa	238.91	147	731	5152	
"B,7"	1_4_343_BsuRI_2005-11-14.fsa	479.51	6286	87016	7930	
"B,2"	1_4_343_HpyCH4IV_2005-11-14.fsa	391.58	7868	78333	7219	
"B,3"	1_4_343_HpyCH4IV_2005-11-14.fsa	392.07	7740	69131	7225	
"B,4"	1_4_343_HpyCH4IV_2005-11-14.fsa	545.29	388	5062	9008	
"B,5"	1_4_343_HpyCH4IV_2005-11-14.fsa	567.44	230	3564	9252	
"B,6"	1_4_343_HpyCH4IV_2005-11-14.fsa	606.17	153	2127	9670	
"Y,2"	1_4_343_BsuRI_2005-11-14.fsa	53.73	1331	7174	2698	
"Y,3"	1_4_343_BsuRI_2005-11-14.fsa	85.01	2559	22196	3155	
"Y,4"	1_4_343_BsuRI_2005-11-14.fsa	115.99	121	877	3576	
"Y,5"	1_4_343_BsuRI_2005-11-14.fsa	152.25	59	435	4056	
"Y,6"	1_4_343_BsuRI_2005-11-14.fsa	162.64	104	777	4189	
"Y,7"	1_4_343_BsuRI_2005-11-14.fsa	238.91	841	6548	5152	
"G,1"	1_4_343_BsuRI_2005-11-14.fsa	480.26	73	788	7938	
"Y,8"	1_4_343_BsuRI_2005-11-14.fsa	568.73	160	1386	8852	
"Y,9"	1_4_343_BsuRI_2005-11-14.fsa	568.93	160	1523	8854	
"Y,2"	1_4_343_HpyCH4IV_2005-11-14.fsa	107.46	107	678	3531	
"Y,3"	1_4_343_HpyCH4IV_2005-11-14.fsa	137.53	372	3088	3943	
"G,1"	1_4_343_HpyCH4IV_2005-11-14.fsa	167.69	73	401	4348	
"Y,4"	1_4_343_HpyCH4IV_2005-11-14.fsa	167.84	5646	56313	4350	
"Y,5"	1_4_343_HpyCH4IV_2005-11-14.fsa	391.82	106	240	7222	
"G,2"	1_4_343_HpyCH4IV_2005-11-14.fsa	391.82	2020	12550	7222	
"G,3"	1_4_343_HpyCH4IV_2005-11-14.fsa	392.39	137	1410	7229	
"Y,6"	1_4_343_HpyCH4IV_2005-11-14.fsa	568.26	225	3783	9261	
"Y,7"	1_4_343_HpyCH4IV_2005-11-14.fsa	607.2	94	1462	9681	
"B,3"	1_4_345_BsuRI_2005-09-16.fsa	132.36	3334	34509	3729	
"B,12"	1_4_345_HpyCH4IV_2006-01-25.fsa	67.91	546	4538	2992	
"B,13"	1_4_345_HpyCH4IV_2006-01-25.fsa	232.91	111	1274	5263	
"B,14"	1_4_345_HpyCH4IV_2006-01-25.fsa	591.52	2265	81945	9571	
"G,2"	1_4_345_BsuRI_2005-09-16.fsa	132.66	50	436	3733	
"Y,2"	1_4_345_BsuRI_2005-09-16.fsa	152.1	889	8546	3989	
"Y,3"	1_4_345_BsuRI_2005-09-16.fsa	152.57	778	5338	3995	
"Y,4"	1_4_345_BsuRI_2005-09-16.fsa	155.45	121	739	4032	
"Y,5"	1_4_345_BsuRI_2005-09-16.fsa	156.46	82	540	4045	
"Y,2"	1_4_345_HpyCH4IV_2006-01-25.fsa	58.17	186	1763	2842	
"Y,3"	1_4_345_HpyCH4IV_2006-01-25.fsa	77.16	65	636	3131	
"Y,4"	1_4_345_HpyCH4IV_2006-01-25.fsa	119.12	154	1583	3727	
"Y,5"	1_4_345_HpyCH4IV_2006-01-25.fsa	591.43	1626	44116	9570	
"B,2"	1_4_346_BsuRI_2005-11-14.fsa	132.26	5954	54747	3789	
"B,3"	1_4_346_BsuRI_2005-11-14.fsa	229.98	7793	83854	5036	
"B,6"	1_4_346_HpyCH4IV_2005-11-14.fsa	203.64	101	546	4802	
"B,7"	1_4_346_HpyCH4IV_2005-11-14.fsa	588.44	6813	157045	9432	
"B,8"	1_4_346_HpyCH4IV_2005-11-14.fsa	648.61	115	1581	10059	
"B,9"	1_4_346_HpyCH4IV_2005-11-14.fsa	666.87	59	831	10240	
"B,10"	1_4_346_HpyCH4IV_2005-11-14.fsa	725.04	7773	216868	10802	
"G,1"	1_4_346_BsuRI_2005-11-14.fsa	132.71	75	501	3795	
"Y,2"	1_4_346_BsuRI_2005-11-14.fsa	150.93	2458	23906	4036	
"Y,3"	1_4_346_BsuRI_2005-11-14.fsa	191.35	3701	34355	4549	
"G,2"	1_4_346_BsuRI_2005-11-14.fsa	230.06	1287	4191	5037	
"G,3"	1_4_346_BsuRI_2005-11-14.fsa	230.61	127	1062	5044	
"Y,4"	1_4_346_BsuRI_2005-11-14.fsa	486.94	89	915	8005	
"Y,2"	1_4_346_HpyCH4IV_2005-11-14.fsa	588.91	3246	77708	9437	
"Y,3"	1_4_346_HpyCH4IV_2005-11-14.fsa	646.64	50	413	10039	
"Y,4"	1_4_346_HpyCH4IV_2005-11-14.fsa	720.42	5070	110115	10758	
"G,1"	1_4_346_HpyCH4IV_2005-11-14.fsa	725.46	1454	12889	10806	
"G,2"	1_4_346_HpyCH4IV_2005-11-14.fsa	727.04	90	1163	10821	
"B,4"	1_4_348_BsuRI_2005-09-16.fsa	232.85	8206	99777	4970	
"B,5"	1_4_348_BsuRI_2005-09-16.fsa	494.42	136	1186	7996	
"B,2"	1_4_348_HpyCH4IV_2005-11-28.fsa	213.02	9191	131050	4812	
"G,2"	1_4_348_BsuRI_2005-09-16.fsa	179.38	75	514	4300	
"Y,2"	1_4_348_BsuRI_2005-09-16.fsa	179.62	6154	52324	4303	
"G,3"	1_4_348_BsuRI_2005-09-16.fsa	232.77	2174	15076	4969	
"Y,3"	1_4_348_BsuRI_2005-09-16.fsa	232.85	1017	2883	4970	
"Y,4"	1_4_348_BsuRI_2005-09-16.fsa	458.2	103	750	7611	
"Y,2"	1_4_348_HpyCH4IV_2005-11-28.fsa	213.02	3796	21893	4812	
"Y,3"	1_4_348_HpyCH4IV_2005-11-28.fsa	476.29	5656	80395	7899	
"B,2"	1_4_349_BsuRI_2005-11-28.fsa	90.31	1407	11703	3240	
"B,3"	1_4_349_BsuRI_2005-11-28.fsa	131.96	2157	19587	3800	
"B,4"	1_4_349_BsuRI_2005-11-28.fsa	215.6	88	1161	4874	
"B,5"	1_4_349_BsuRI_2005-11-28.fsa	232.55	7807	89929	5089	
"B,3"	1_4_349_HpyCH4IV_2005-11-28.fsa	212.96	5661	57895	4764	
"B,4"	1_4_349_HpyCH4IV_2005-11-28.fsa	266.66	561	5054	5431	
"B,5"	1_4_349_HpyCH4IV_2005-11-28.fsa	600.62	2861	62610	9103	
"B,6"	1_4_349_HpyCH4IV_2005-11-28.fsa	687.5	99	1300	9905	
"B,7"	1_4_349_HpyCH4IV_2005-11-28.fsa	698.73	7963	140667	10003	
"B,8"	1_4_349_HpyCH4IV_2005-11-28.fsa	699.88	7857	89128	10013	
"B,9"	1_4_349_HpyCH4IV_2005-11-28.fsa	718.4	1528	33211	10175	
"Y,2"	1_4_349_BsuRI_2005-11-28.fsa	156.05	925	8870	4117	
"Y,3"	1_4_349_BsuRI_2005-11-28.fsa	165.41	110	1090	4237	
"Y,4"	1_4_349_BsuRI_2005-11-28.fsa	179.38	3819	36920	4415	
"Y,5"	1_4_349_BsuRI_2005-11-28.fsa	618.42	637	11228	9398	
"Y,2"	1_4_349_HpyCH4IV_2005-11-28.fsa	441.18	189	2300	7462	
"Y,3"	1_4_349_HpyCH4IV_2005-11-28.fsa	476.21	2085	32271	7827	
"Y,4"	1_4_349_HpyCH4IV_2005-11-28.fsa	599.69	1519	31005	9094	
"Y,5"	1_4_349_HpyCH4IV_2005-11-28.fsa	683.18	58	572	9867	
"Y,6"	1_4_349_HpyCH4IV_2005-11-28.fsa	683.4	63	412	9869	
"Y,7"	1_4_349_HpyCH4IV_2005-11-28.fsa	695.85	5072	105726	9978	
"Y,8"	1_4_349_HpyCH4IV_2005-11-28.fsa	714.14	855	17872	10138	
"B,3"	1_4_351_BsuRI_2005-09-16.fsa	260.91	103	1282	5418	
"B,4"	1_4_351_BsuRI_2005-09-16.fsa	282.87	8820	119676	5693	
"B,5"	1_4_351_BsuRI_2005-09-16.fsa	729.67	78	767	10465	
"B,2"	1_4_351_HpyCH4IV_2005-11-28.fsa	613.59	8506	192232	9372	
"B,3"	1_4_351_HpyCH4IV_2005-11-28.fsa	729.38	97	961	10422	
"G,1"	1_4_351_BsuRI_2005-09-16.fsa	282.63	2019	7156	5690	
"Y,2"	1_4_351_BsuRI_2005-09-16.fsa	282.87	2766	12217	5693	
"G,2"	1_4_351_BsuRI_2005-09-16.fsa	283.11	2331	9723	5696	
"G,3"	1_4_351_BsuRI_2005-09-16.fsa	437.08	104	945	7531	
"G,4"	1_4_351_BsuRI_2005-09-16.fsa	437.52	109	350	7536	
"Y,3"	1_4_351_BsuRI_2005-09-16.fsa	437.52	7674	96209	7536	
"Y,1"	1_4_351_HpyCH4IV_2005-11-28.fsa	107.2	2894	24878	3481	
"Y,2"	1_4_351_HpyCH4IV_2005-11-28.fsa	613.7	2198	15232	9373	
"B,2"	1_4_352_BsuRI_2005-11-28.fsa	132.26	103	579	3793	
"B,3"	1_4_352_BsuRI_2005-11-28.fsa	178.37	146	813	4391	
"B,4"	1_4_352_BsuRI_2005-11-28.fsa	261.22	68	635	5431	
"B,5"	1_4_352_BsuRI_2005-11-28.fsa	282.5	8285	122893	5692	
"B,6"	1_4_352_BsuRI_2005-11-28.fsa	666.32	343	5754	9777	
"B,5"	1_4_352_HpyCH4IV_2005-11-28.fsa	105	83	412	3443	
"B,6"	1_4_352_HpyCH4IV_2005-11-28.fsa	266.41	713	8149	5529	
"B,7"	1_4_352_HpyCH4IV_2005-11-28.fsa	604.7	72	772	9285	
"B,8"	1_4_352_HpyCH4IV_2005-11-28.fsa	613.03	7989	214909	9366	
"B,9"	1_4_352_HpyCH4IV_2005-11-28.fsa	728.79	3197	83331	10412	
"Y,1"	1_4_352_BsuRI_2005-11-28.fsa	84.75	123	723	3152	
"Y,2"	1_4_352_BsuRI_2005-11-28.fsa	152.32	59	403	4058	
"Y,3"	1_4_352_BsuRI_2005-11-28.fsa	282.5	1906	8289	5692	
"Y,4"	1_4_352_BsuRI_2005-11-28.fsa	437.05	5831	80926	7487	
"Y,5"	1_4_352_BsuRI_2005-11-28.fsa	665.64	190	2811	9771	
"Y,1"	1_4_352_HpyCH4IV_2005-11-28.fsa	107.28	4133	41340	3474	
"Y,2"	1_4_352_HpyCH4IV_2005-11-28.fsa	389.93	154	1589	7005	
"Y,3"	1_4_352_HpyCH4IV_2005-11-28.fsa	723.19	879	20591	10364	
"B,2"	4_20_564_BsuRI_2005-09-16.fsa	83.42	111	535	3048	
"B,3"	4_20_564_BsuRI_2005-09-16.fsa	129.39	1148	9440	3661	
"B,4"	4_20_564_BsuRI_2005-09-16.fsa	130.61	78	487	3677	
"B,5"	4_20_564_BsuRI_2005-09-16.fsa	131.82	1191	10558	3693	
"B,6"	4_20_564_BsuRI_2005-09-16.fsa	229.81	129	791	4936	
"B,7"	4_20_564_BsuRI_2005-09-16.fsa	479.39	5923	82660	7826	
"B,2"	4_20_564_HpyCH4IV_2005-11-28.fsa	613.71	7799	62967	9273	
"B,3"	4_20_564_HpyCH4IV_2005-11-28.fsa	614.23	7787	123821	9278	
"Y,2"	4_20_564_BsuRI_2005-09-16.fsa	85.08	3310	27344	3071	
"Y,3"	4_20_564_BsuRI_2005-09-16.fsa	89.15	70	345	3127	
"Y,4"	4_20_564_BsuRI_2005-09-16.fsa	150.7	214	1389	3940	
"Y,5"	4_20_564_BsuRI_2005-09-16.fsa	156.82	160	948	4018	
"Y,6"	4_20_564_BsuRI_2005-09-16.fsa	176.09	508	3899	4262	
"G,2"	4_20_564_BsuRI_2005-09-16.fsa	479.95	88	443	7832	
"G,3"	4_20_564_BsuRI_2005-09-16.fsa	480.14	92	811	7834	
"Y,7"	4_20_564_BsuRI_2005-09-16.fsa	568.79	190	2349	8755	
"Y,1"	4_20_564_HpyCH4IV_2005-11-28.fsa	107.47	2563	22759	3466	
"Y,2"	4_20_564_HpyCH4IV_2005-11-28.fsa	614.23	904	4283	9278	
"B,2"	4_20_565_BsuRI_2005-11-28.fsa	91.35	538	4142	3301	
"B,3"	4_20_565_BsuRI_2005-11-28.fsa	129.2	1742	16022	3817	
"B,4"	4_20_565_BsuRI_2005-11-28.fsa	130.45	201	1715	3834	
"B,5"	4_20_565_BsuRI_2005-11-28.fsa	131.71	1755	17347	3851	
"B,6"	4_20_565_BsuRI_2005-11-28.fsa	229.62	328	2708	5125	
"B,7"	4_20_565_BsuRI_2005-11-28.fsa	479.52	3725	59792	8106	
"B,8"	4_20_565_BsuRI_2005-11-28.fsa	568.25	465	7202	9058	
"B,17"	4_20_565_HpyCH4IV_2005-11-28.fsa	198.63	1272	11792	4626	
"B,18"	4_20_565_HpyCH4IV_2005-11-28.fsa	234.62	61	312	5079	
"B,19"	4_20_565_HpyCH4IV_2005-11-28.fsa	276.36	307	2546	5594	
"B,20"	4_20_565_HpyCH4IV_2005-11-28.fsa	392.17	5988	83718	6953	
"B,21"	4_20_565_HpyCH4IV_2005-11-28.fsa	440.74	1710	25645	7503	
"B,22"	4_20_565_HpyCH4IV_2005-11-28.fsa	568.22	4654	95607	8834	
"B,23"	4_20_565_HpyCH4IV_2005-11-28.fsa	589.89	2986	65113	9049	
"B,24"	4_20_565_HpyCH4IV_2005-11-28.fsa	596.01	326	7322	9109	
"B,25"	4_20_565_HpyCH4IV_2005-11-28.fsa	600	1131	22642	9148	
"B,26"	4_20_565_HpyCH4IV_2005-11-28.fsa	613.15	763	12387	9276	
"B,27"	4_20_565_HpyCH4IV_2005-11-28.fsa	705.89	163	2286	10124	
"B,28"	4_20_565_HpyCH4IV_2005-11-28.fsa	728.43	80	795	10320	
"Y,2"	4_20_565_BsuRI_2005-11-28.fsa	84.89	1790	15936	3210	
"Y,3"	4_20_565_BsuRI_2005-11-28.fsa	150.53	194	1535	4104	
"Y,4"	4_20_565_BsuRI_2005-11-28.fsa	154.66	94	577	4158	
"Y,5"	4_20_565_BsuRI_2005-11-28.fsa	156.57	284	2227	4183	
"Y,6"	4_20_565_BsuRI_2005-11-28.fsa	176.05	732	7049	4436	
"Y,7"	4_20_565_BsuRI_2005-11-28.fsa	220.44	272	2451	5007	
"Y,8"	4_20_565_BsuRI_2005-11-28.fsa	437.91	92	848	7655	
"Y,9"	4_20_565_BsuRI_2005-11-28.fsa	568.54	375	6360	9061	
"Y,2"	4_20_565_HpyCH4IV_2005-11-28.fsa	54.12	260	1833	2697	
"Y,3"	4_20_565_HpyCH4IV_2005-11-28.fsa	107.34	435	3461	3449	
"Y,4"	4_20_565_HpyCH4IV_2005-11-28.fsa	142.4	1324	12223	3913	
"Y,5"	4_20_565_HpyCH4IV_2005-11-28.fsa	168.06	3029	29171	4243	
"Y,6"	4_20_565_HpyCH4IV_2005-11-28.fsa	393.93	113	1003	6973	
"Y,7"	4_20_565_HpyCH4IV_2005-11-28.fsa	499.36	199	2378	8123	
"Y,8"	4_20_565_HpyCH4IV_2005-11-28.fsa	568.62	2431	46878	8838	
"Y,9"	4_20_565_HpyCH4IV_2005-11-28.fsa	588.06	1521	30363	9031	
"Y,10"	4_20_565_HpyCH4IV_2005-11-28.fsa	594.27	123	801	9092	
"Y,11"	4_20_565_HpyCH4IV_2005-11-28.fsa	594.78	149	1903	9097	
"Y,12"	4_20_565_HpyCH4IV_2005-11-28.fsa	598.87	638	11054	9137	
"Y,13"	4_20_565_HpyCH4IV_2005-11-28.fsa	702.71	93	629	10096	
"Y,14"	4_20_565_HpyCH4IV_2005-11-28.fsa	703.05	108	985	10099	
"B,5"	4_20_567_BsuRI_2005-09-16.fsa	130.53	190	1141	3668	
"B,6"	4_20_567_BsuRI_2005-09-16.fsa	229.62	8072	96316	4923	
"B,7"	4_20_567_BsuRI_2005-09-16.fsa	281.11	190	1362	5558	
"B,8"	4_20_567_BsuRI_2005-09-16.fsa	479.53	409	4687	7821	
"B,2"	4_20_567_HpyCH4IV_2005-11-28.fsa	392.14	679	7141	6932	
"B,3"	4_20_567_HpyCH4IV_2005-11-28.fsa	612.6	7955	61357	9244	
"B,4"	4_20_567_HpyCH4IV_2005-11-28.fsa	612.91	7972	124090	9247	
"Y,2"	4_20_567_BsuRI_2005-09-16.fsa	79.44	64	323	2986	
"Y,3"	4_20_567_BsuRI_2005-09-16.fsa	85.07	297	1991	3064	
"Y,4"	4_20_567_BsuRI_2005-09-16.fsa	229.86	284	523	4926	
"G,2"	4_20_567_BsuRI_2005-09-16.fsa	229.86	2242	12700	4926	
"Y,5"	4_20_567_BsuRI_2005-09-16.fsa	438.14	5130	62587	7384	
"Y,1"	4_20_567_HpyCH4IV_2005-11-28.fsa	107.29	1414	11838	3442	
"Y,2"	4_20_567_HpyCH4IV_2005-11-28.fsa	168.04	90	569	4233	
"Y,3"	4_20_567_HpyCH4IV_2005-11-28.fsa	613.02	650	2654	9248	
"B,2"	4_20_568_BsuRI_2005-11-28.fsa	132.35	236	2051	3827	
"B,3"	4_20_568_BsuRI_2005-11-28.fsa	229.33	7620	87005	5078	
"B,4"	4_20_568_BsuRI_2005-11-28.fsa	280.77	83	425	5721	
"B,11"	4_20_568_HpyCH4IV_2005-11-28.fsa	591.54	268	4892	9149	
"B,12"	4_20_568_HpyCH4IV_2005-11-28.fsa	599.8	69	357	9231	
"B,13"	4_20_568_HpyCH4IV_2005-11-28.fsa	600.3	80	758	9236	
"B,14"	4_20_568_HpyCH4IV_2005-11-28.fsa	612.67	9095	253811	9358	
"B,15"	4_20_568_HpyCH4IV_2005-11-28.fsa	728.39	924	19817	10418	
"Y,2"	4_20_568_BsuRI_2005-11-28.fsa	152	58	343	4089	
"Y,3"	4_20_568_BsuRI_2005-11-28.fsa	437.69	4024	52868	7561	
"Y,2"	4_20_568_HpyCH4IV_2005-11-28.fsa	107.03	7533	46970	3472	
"Y,3"	4_20_568_HpyCH4IV_2005-11-28.fsa	107.48	7668	47983	3478	
"Y,4"	4_20_568_HpyCH4IV_2005-11-28.fsa	591.64	143	2252	9150	
"Y,5"	4_20_568_HpyCH4IV_2005-11-28.fsa	612.67	3757	42524	9358	
"Y,6"	4_20_568_HpyCH4IV_2005-11-28.fsa	721.64	445	8867	10359	
"B,2"	4_19_571_BsuRI_2005-09-16.fsa	129.31	138	715	3673	
"B,3"	4_19_571_BsuRI_2005-09-16.fsa	131.2	256	1601	3698	
"B,4"	4_19_571_BsuRI_2005-09-16.fsa	478.9	7983	49457	7844	
"B,5"	4_19_571_BsuRI_2005-09-16.fsa	479.28	8016	113192	7848	
"B,2"	4_19_571_HpyCH4IV_2005-11-28.fsa	391.56	7783	45112	6986	
"B,3"	4_19_571_HpyCH4IV_2005-11-28.fsa	391.91	7846	109974	6990	
"Y,2"	4_19_571_BsuRI_2005-09-16.fsa	77.05	83	551	2971	
"Y,3"	4_19_571_BsuRI_2005-09-16.fsa	79.96	124	736	3012	
"G,2"	4_19_571_BsuRI_2005-09-16.fsa	83.39	91	637	3060	
"Y,4"	4_19_571_BsuRI_2005-09-16.fsa	83.61	7167	60521	3063	
"G,3"	4_19_571_BsuRI_2005-09-16.fsa	479.09	2169	10018	7846	
"Y,5"	4_19_571_BsuRI_2005-09-16.fsa	479.28	1102	4349	7848	
"G,4"	4_19_571_BsuRI_2005-09-16.fsa	479.55	2384	14800	7851	
"Y,6"	4_19_571_BsuRI_2005-09-16.fsa	567.87	218	2722	8770	
"Y,1"	4_19_571_HpyCH4IV_2005-11-28.fsa	166.93	4041	39316	4261	
"Y,2"	4_19_571_HpyCH4IV_2005-11-28.fsa	392	1188	5108	6991	
"B,2"	4_19_572_BsuRI_2005-11-28.fsa	117.84	669	5439	3660	
"B,3"	4_19_572_BsuRI_2005-11-28.fsa	131.01	2231	20372	3838	
"B,4"	4_19_572_BsuRI_2005-11-28.fsa	138.82	392	3295	3944	
"B,5"	4_19_572_BsuRI_2005-11-28.fsa	146.07	93	451	4042	
"B,6"	4_19_572_BsuRI_2005-11-28.fsa	170.94	182	1222	4368	
"B,7"	4_19_572_BsuRI_2005-11-28.fsa	310.84	63	377	6148	
"B,8"	4_19_572_BsuRI_2005-11-28.fsa	479.43	3612	57517	8109	
"B,9"	4_19_572_BsuRI_2005-11-28.fsa	567	2213	43414	9050	
"B,7"	4_19_572_HpyCH4IV_2005-11-28.fsa	104.25	323	2139	3399	
"B,8"	4_19_572_HpyCH4IV_2005-11-28.fsa	392.01	8277	169380	6943	
"B,9"	4_19_572_HpyCH4IV_2005-11-28.fsa	418.76	263	3222	7249	
"B,10"	4_19_572_HpyCH4IV_2005-11-28.fsa	562.06	329	6073	8762	
"B,11"	4_19_572_HpyCH4IV_2005-11-28.fsa	567.34	1703	36847	8815	
"B,12"	4_19_572_HpyCH4IV_2005-11-28.fsa	589.49	3812	83965	9035	
"B,13"	4_19_572_HpyCH4IV_2005-11-28.fsa	599.08	93	1293	9129	
"B,14"	4_19_572_HpyCH4IV_2005-11-28.fsa	631.06	168	1451	9438	
"B,15"	4_19_572_HpyCH4IV_2005-11-28.fsa	631.48	172	1375	9442	
"B,16"	4_19_572_HpyCH4IV_2005-11-28.fsa	775.4	505	10262	10698	
"B,17"	4_19_572_HpyCH4IV_2005-11-28.fsa	925.15	993	24972	11784	
"Y,1"	4_19_572_BsuRI_2005-11-28.fsa	79.75	1028	8954	3132	
"Y,2"	4_19_572_BsuRI_2005-11-28.fsa	83.5	2337	20909	3186	
"Y,3"	4_19_572_BsuRI_2005-11-28.fsa	86.73	73	476	3232	
"Y,4"	4_19_572_BsuRI_2005-11-28.fsa	123.5	58	313	3736	
"Y,5"	4_19_572_BsuRI_2005-11-28.fsa	448.21	214	2718	7775	
"Y,6"	4_19_572_BsuRI_2005-11-28.fsa	456.12	92	873	7860	
"Y,7"	4_19_572_BsuRI_2005-11-28.fsa	567.48	902	16674	9055	
"Y,2"	4_19_572_HpyCH4IV_2005-11-28.fsa	166.99	7678	77582	4220	
"Y,3"	4_19_572_HpyCH4IV_2005-11-28.fsa	392.09	1861	10019	6944	
"Y,4"	4_19_572_HpyCH4IV_2005-11-28.fsa	563.05	115	1471	8772	
"Y,5"	4_19_572_HpyCH4IV_2005-11-28.fsa	567.74	998	19029	8819	
"Y,6"	4_19_572_HpyCH4IV_2005-11-28.fsa	588.07	1918	37815	9021	
"Y,7"	4_19_572_HpyCH4IV_2005-11-28.fsa	633.8	50	236	9464	
"Y,8"	4_19_572_HpyCH4IV_2005-11-28.fsa	634.11	66	606	9467	
"Y,9"	4_19_572_HpyCH4IV_2005-11-28.fsa	772.75	254	4548	10677	
"Y,10"	4_19_572_HpyCH4IV_2005-11-28.fsa	926.85	432	5262	11795	
"Y,11"	4_19_572_HpyCH4IV_2005-11-28.fsa	927.47	423	5911	11799	
"B,2"	3_16_579_BsuRI_2005-09-16.fsa	104.89	3818	30901	3379	
"B,3"	3_16_579_BsuRI_2005-09-16.fsa	551.64	483	5732	8713	
"B,2"	3_16_579_HpyCH4IV_2005-11-28.fsa	663.18	305	5001	9778	
"B,3"	3_16_579_HpyCH4IV_2005-11-28.fsa	716.84	2610	61257	10249	
"G,1"	3_16_579_BsuRI_2005-09-16.fsa	105.26	70	610	3384	
"Y,2"	3_16_579_BsuRI_2005-09-16.fsa	106.08	337	2431	3395	
